spec_path,file_path,segment_id,start,end,label_binary,label_multiclass,label_class_name,activity_code,sample_id,dataset,split
data\processed\dronerf_spectrograms\spec_010223.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,106,6946816,7077888,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010224.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,107,7012352,7143424,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010225.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,108,7077888,7208960,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010226.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,109,7143424,7274496,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010227.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,110,7208960,7340032,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010228.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,111,7274496,7405568,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010229.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,112,7340032,7471104,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010230.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,113,7405568,7536640,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010231.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,114,7471104,7602176,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010232.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,115,7536640,7667712,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010233.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,116,7602176,7733248,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010234.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,117,7667712,7798784,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010235.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,118,7733248,7864320,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010236.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,119,7798784,7929856,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010237.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,120,7864320,7995392,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010238.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,121,7929856,8060928,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010239.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,122,7995392,8126464,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010240.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,123,8060928,8192000,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010241.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,124,8126464,8257536,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010242.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,125,8192000,8323072,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010243.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,126,8257536,8388608,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010244.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,127,8323072,8454144,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010245.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,128,8388608,8519680,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010246.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,129,8454144,8585216,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010247.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,130,8519680,8650752,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010248.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,131,8585216,8716288,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010249.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,132,8650752,8781824,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010250.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,133,8716288,8847360,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010251.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,134,8781824,8912896,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010252.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,135,8847360,8978432,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010253.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,136,8912896,9043968,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010254.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,137,8978432,9109504,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010255.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,138,9043968,9175040,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010256.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,139,9109504,9240576,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010257.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,140,9175040,9306112,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010258.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,141,9240576,9371648,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010259.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,142,9306112,9437184,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010260.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,143,9371648,9502720,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010261.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,144,9437184,9568256,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010262.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,145,9502720,9633792,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010263.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,146,9568256,9699328,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010264.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,147,9633792,9764864,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010265.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,148,9699328,9830400,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010266.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,149,9764864,9895936,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010267.npy,data\raw\DroneRF\Phantom drone\11000H_12.csv,150,9830400,9961472,1,3,Phantom drone,11000H,12,DroneRF,train
data\processed\dronerf_spectrograms\spec_010268.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,0,0,131072,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010269.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,1,65536,196608,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010270.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,2,131072,262144,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010271.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,3,196608,327680,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010272.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,4,262144,393216,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010273.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,5,327680,458752,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010274.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,6,393216,524288,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010275.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,7,458752,589824,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010276.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,8,524288,655360,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010277.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,9,589824,720896,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010278.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,10,655360,786432,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010279.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,11,720896,851968,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010280.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,12,786432,917504,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010281.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,13,851968,983040,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010282.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,14,917504,1048576,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010283.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,15,983040,1114112,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010284.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,16,1048576,1179648,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010285.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,17,1114112,1245184,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010286.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,18,1179648,1310720,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010287.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,19,1245184,1376256,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010288.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,20,1310720,1441792,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010289.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,21,1376256,1507328,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010290.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,22,1441792,1572864,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010291.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,23,1507328,1638400,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010292.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,24,1572864,1703936,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010293.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,25,1638400,1769472,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010294.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,26,1703936,1835008,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010295.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,27,1769472,1900544,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010296.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,28,1835008,1966080,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010297.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,29,1900544,2031616,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010298.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,30,1966080,2097152,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010299.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,31,2031616,2162688,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010300.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,32,2097152,2228224,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010301.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,33,2162688,2293760,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010302.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,34,2228224,2359296,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010303.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,35,2293760,2424832,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010304.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,36,2359296,2490368,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010305.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,37,2424832,2555904,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010306.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,38,2490368,2621440,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010307.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,39,2555904,2686976,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010308.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,40,2621440,2752512,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010309.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,41,2686976,2818048,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010310.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,42,2752512,2883584,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010311.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,43,2818048,2949120,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010312.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,44,2883584,3014656,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010313.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,45,2949120,3080192,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010314.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,46,3014656,3145728,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010315.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,47,3080192,3211264,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010316.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,48,3145728,3276800,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010317.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,49,3211264,3342336,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010318.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,50,3276800,3407872,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010319.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,51,3342336,3473408,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010320.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,52,3407872,3538944,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010321.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,53,3473408,3604480,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010322.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,54,3538944,3670016,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010323.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,55,3604480,3735552,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010324.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,56,3670016,3801088,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010325.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,57,3735552,3866624,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010326.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,58,3801088,3932160,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010327.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,59,3866624,3997696,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010328.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,60,3932160,4063232,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010329.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,61,3997696,4128768,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010330.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,62,4063232,4194304,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010331.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,63,4128768,4259840,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010332.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,64,4194304,4325376,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010333.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,65,4259840,4390912,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010334.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,66,4325376,4456448,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010335.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,67,4390912,4521984,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010336.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,68,4456448,4587520,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010337.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,69,4521984,4653056,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010338.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,70,4587520,4718592,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010339.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,71,4653056,4784128,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010340.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,72,4718592,4849664,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010341.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,73,4784128,4915200,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010342.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,74,4849664,4980736,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010343.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,75,4915200,5046272,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010344.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,76,4980736,5111808,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010345.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,77,5046272,5177344,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010346.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,78,5111808,5242880,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010347.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,79,5177344,5308416,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010348.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,80,5242880,5373952,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010349.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,81,5308416,5439488,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010350.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,82,5373952,5505024,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010351.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,83,5439488,5570560,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010352.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,84,5505024,5636096,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010353.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,85,5570560,5701632,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010354.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,86,5636096,5767168,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010355.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,87,5701632,5832704,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010356.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,88,5767168,5898240,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010357.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,89,5832704,5963776,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010358.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,90,5898240,6029312,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010359.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,91,5963776,6094848,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010360.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,92,6029312,6160384,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010361.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,93,6094848,6225920,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010362.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,94,6160384,6291456,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010363.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,95,6225920,6356992,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010364.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,96,6291456,6422528,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010365.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,97,6356992,6488064,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010366.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,98,6422528,6553600,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010367.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,99,6488064,6619136,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010368.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,100,6553600,6684672,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010369.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,101,6619136,6750208,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010370.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,102,6684672,6815744,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010371.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,103,6750208,6881280,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010372.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,104,6815744,6946816,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010373.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,105,6881280,7012352,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010374.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,106,6946816,7077888,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010375.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,107,7012352,7143424,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010376.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,108,7077888,7208960,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010377.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,109,7143424,7274496,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010378.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,110,7208960,7340032,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010379.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,111,7274496,7405568,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010380.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,112,7340032,7471104,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010381.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,113,7405568,7536640,1,3,Phantom drone,11000H,13,DroneRF,train
data\processed\dronerf_spectrograms\spec_010382.npy,data\raw\DroneRF\Phantom drone\11000H_13.csv,114,7471104,7602176,1,3,Phantom drone,11000H,13,DroneRF,train
